portfolio,annualized_return,annualized_volatility,sharpe_ratio,maximum_drawdown,historical_var
equal_weight,0.1618306967363885,0.16694145456348572,0.849583448923719,-0.13695051691841387,0.014450056904091572
minimum_volatility,0.1618306967363885,0.16694145456348572,0.849583448923719,-0.13695051691841387,0.014450056904091572
