date,symbol,asset_name,asset_class,close
2023-10-23,159915.SZ,创业板ETF,chinext,1.815
2023-10-24,159915.SZ,创业板ETF,chinext,1.832
2023-10-25,159915.SZ,创业板ETF,chinext,1.815
2023-10-26,159915.SZ,创业板ETF,chinext,1.829
2023-10-27,159915.SZ,创业板ETF,chinext,1.881
2023-10-30,159915.SZ,创业板ETF,chinext,1.926
2023-10-31,159915.SZ,创业板ETF,chinext,1.916
2023-11-01,159915.SZ,创业板ETF,chinext,1.908
2023-11-02,159915.SZ,创业板ETF,chinext,1.89
2023-11-03,159915.SZ,创业板ETF,chinext,1.918
2023-11-06,159915.SZ,创业板ETF,chinext,1.981
2023-11-07,159915.SZ,创业板ETF,chinext,1.967
2023-11-08,159915.SZ,创业板ETF,chinext,1.971
2023-11-09,159915.SZ,创业板ETF,chinext,1.967
2023-11-10,159915.SZ,创业板ETF,chinext,1.955
2023-11-13,159915.SZ,创业板ETF,chinext,1.958
2023-11-14,159915.SZ,创业板ETF,chinext,1.953
2023-11-15,159915.SZ,创业板ETF,chinext,1.963
2023-11-16,159915.SZ,创业板ETF,chinext,1.925
2023-11-17,159915.SZ,创业板ETF,chinext,1.934
2023-11-20,159915.SZ,创业板ETF,chinext,1.942
2023-11-21,159915.SZ,创业板ETF,chinext,1.931
2023-11-22,159915.SZ,创业板ETF,chinext,1.899
2023-11-23,159915.SZ,创业板ETF,chinext,1.911
2023-11-24,159915.SZ,创业板ETF,chinext,1.888
2023-11-27,159915.SZ,创业板ETF,chinext,1.878
2023-11-28,159915.SZ,创业板ETF,chinext,1.89
2023-11-29,159915.SZ,创业板ETF,chinext,1.867
2023-11-30,159915.SZ,创业板ETF,chinext,1.874
2023-12-01,159915.SZ,创业板ETF,chinext,1.881
2023-12-04,159915.SZ,创业板ETF,chinext,1.858
2023-12-05,159915.SZ,创业板ETF,chinext,1.823
2023-12-06,159915.SZ,创业板ETF,chinext,1.834
2023-12-07,159915.SZ,创业板ETF,chinext,1.829
2023-12-08,159915.SZ,创业板ETF,chinext,1.843
2023-12-11,159915.SZ,创业板ETF,chinext,1.868
2023-12-12,159915.SZ,创业板ETF,chinext,1.856
2023-12-13,159915.SZ,创业板ETF,chinext,1.822
2023-12-14,159915.SZ,创业板ETF,chinext,1.812
2023-12-15,159915.SZ,创业板ETF,chinext,1.802
2023-12-18,159915.SZ,创业板ETF,chinext,1.773
2023-12-19,159915.SZ,创业板ETF,chinext,1.781
2023-12-20,159915.SZ,创业板ETF,chinext,1.755
2023-12-21,159915.SZ,创业板ETF,chinext,1.787
2023-12-22,159915.SZ,创业板ETF,chinext,1.78
2023-12-25,159915.SZ,创业板ETF,chinext,1.783
2023-12-26,159915.SZ,创业板ETF,chinext,1.761
2023-12-27,159915.SZ,创业板ETF,chinext,1.763
2023-12-28,159915.SZ,创业板ETF,chinext,1.833
2023-12-29,159915.SZ,创业板ETF,chinext,1.842
2024-01-02,159915.SZ,创业板ETF,chinext,1.806
2024-01-03,159915.SZ,创业板ETF,chinext,1.787
2024-01-04,159915.SZ,创业板ETF,chinext,1.754
2024-01-05,159915.SZ,创业板ETF,chinext,1.728
2024-01-08,159915.SZ,创业板ETF,chinext,1.699
2024-01-09,159915.SZ,创业板ETF,chinext,1.706
2024-01-10,159915.SZ,创业板ETF,chinext,1.698
2024-01-11,159915.SZ,创业板ETF,chinext,1.732
2024-01-12,159915.SZ,创业板ETF,chinext,1.714
2024-01-15,159915.SZ,创业板ETF,chinext,1.698
2024-01-16,159915.SZ,创业板ETF,chinext,1.708
2024-01-17,159915.SZ,创业板ETF,chinext,1.656
2024-01-18,159915.SZ,创业板ETF,chinext,1.683
2024-01-19,159915.SZ,创业板ETF,chinext,1.669
2024-01-22,159915.SZ,创业板ETF,chinext,1.623
2024-01-23,159915.SZ,创业板ETF,chinext,1.642
2024-01-24,159915.SZ,创业板ETF,chinext,1.65
2024-01-25,159915.SZ,创业板ETF,chinext,1.675
2024-01-26,159915.SZ,创业板ETF,chinext,1.637
2024-01-29,159915.SZ,创业板ETF,chinext,1.58
2024-01-30,159915.SZ,创业板ETF,chinext,1.544
2024-01-31,159915.SZ,创业板ETF,chinext,1.533
2024-02-01,159915.SZ,创业板ETF,chinext,1.548
2024-02-02,159915.SZ,创业板ETF,chinext,1.508
2024-02-05,159915.SZ,创业板ETF,chinext,1.527
2024-02-06,159915.SZ,创业板ETF,chinext,1.623
2024-02-07,159915.SZ,创业板ETF,chinext,1.66
2024-02-08,159915.SZ,创业板ETF,chinext,1.681
2024-02-19,159915.SZ,创业板ETF,chinext,1.697
2024-02-20,159915.SZ,创业板ETF,chinext,1.696
2024-02-21,159915.SZ,创业板ETF,chinext,1.703
2024-02-22,159915.SZ,创业板ETF,chinext,1.71
2024-02-23,159915.SZ,创业板ETF,chinext,1.709
2024-02-26,159915.SZ,创业板ETF,chinext,1.704
2024-02-27,159915.SZ,创业板ETF,chinext,1.746
2024-02-28,159915.SZ,创业板ETF,chinext,1.701
2024-02-29,159915.SZ,创业板ETF,chinext,1.761
2024-03-01,159915.SZ,创业板ETF,chinext,1.775
2024-03-04,159915.SZ,创业板ETF,chinext,1.783
2024-03-05,159915.SZ,创业板ETF,chinext,1.78
2024-03-06,159915.SZ,创业板ETF,chinext,1.782
2024-03-07,159915.SZ,创业板ETF,chinext,1.742
2024-03-08,159915.SZ,创业板ETF,chinext,1.756
2024-03-11,159915.SZ,创业板ETF,chinext,1.84
2024-03-12,159915.SZ,创业板ETF,chinext,1.851
2024-03-13,159915.SZ,创业板ETF,chinext,1.841
2024-03-14,159915.SZ,创业板ETF,chinext,1.832
2024-03-15,159915.SZ,创业板ETF,chinext,1.833
2024-03-18,159915.SZ,创业板ETF,chinext,1.875
2024-03-19,159915.SZ,创业板ETF,chinext,1.853
2024-03-20,159915.SZ,创业板ETF,chinext,1.856
2024-03-21,159915.SZ,创业板ETF,chinext,1.846
2024-03-22,159915.SZ,创业板ETF,chinext,1.817
2024-03-25,159915.SZ,创业板ETF,chinext,1.781
2024-03-26,159915.SZ,创业板ETF,chinext,1.792
2024-03-27,159915.SZ,创业板ETF,chinext,1.742
2024-03-28,159915.SZ,创业板ETF,chinext,1.758
2024-03-29,159915.SZ,创业板ETF,chinext,1.768
2024-04-01,159915.SZ,创业板ETF,chinext,1.822
2024-04-02,159915.SZ,创业板ETF,chinext,1.808
2024-04-03,159915.SZ,创业板ETF,chinext,1.79
2024-04-08,159915.SZ,创业板ETF,chinext,1.758
2024-04-09,159915.SZ,创业板ETF,chinext,1.777
2024-04-10,159915.SZ,创业板ETF,chinext,1.739
2024-04-11,159915.SZ,创业板ETF,chinext,1.731
2024-04-12,159915.SZ,创业板ETF,chinext,1.713
2024-04-15,159915.SZ,创业板ETF,chinext,1.746
2024-04-16,159915.SZ,创业板ETF,chinext,1.713
2024-04-17,159915.SZ,创业板ETF,chinext,1.747
2024-04-18,159915.SZ,创业板ETF,chinext,1.738
2024-04-19,159915.SZ,创业板ETF,chinext,1.705
2024-04-22,159915.SZ,创业板ETF,chinext,1.703
2024-04-23,159915.SZ,创业板ETF,chinext,1.705
2024-04-24,159915.SZ,创业板ETF,chinext,1.719
2024-04-25,159915.SZ,创业板ETF,chinext,1.716
2024-04-26,159915.SZ,创业板ETF,chinext,1.774
2024-04-29,159915.SZ,创业板ETF,chinext,1.837
2024-04-30,159915.SZ,创业板ETF,chinext,1.816
2024-05-06,159915.SZ,创业板ETF,chinext,1.853
2024-05-07,159915.SZ,创业板ETF,chinext,1.85
2024-05-08,159915.SZ,创业板ETF,chinext,1.821
2024-05-09,159915.SZ,创业板ETF,chinext,1.856
2024-05-10,159915.SZ,创业板ETF,chinext,1.84
2024-05-13,159915.SZ,创业板ETF,chinext,1.817
2024-05-14,159915.SZ,创业板ETF,chinext,1.813
2024-05-15,159915.SZ,创业板ETF,chinext,1.797
2024-05-16,159915.SZ,创业板ETF,chinext,1.801
2024-05-17,159915.SZ,创业板ETF,chinext,1.824
2024-05-20,159915.SZ,创业板ETF,chinext,1.831
2024-05-21,159915.SZ,创业板ETF,chinext,1.818
2024-05-22,159915.SZ,创业板ETF,chinext,1.839
2024-05-23,159915.SZ,创业板ETF,chinext,1.811
2024-05-24,159915.SZ,创业板ETF,chinext,1.781
2024-05-27,159915.SZ,创业板ETF,chinext,1.792
2024-05-28,159915.SZ,创业板ETF,chinext,1.769
2024-05-29,159915.SZ,创业板ETF,chinext,1.772
2024-05-30,159915.SZ,创业板ETF,chinext,1.777
2024-05-31,159915.SZ,创业板ETF,chinext,1.772
2024-06-03,159915.SZ,创业板ETF,chinext,1.782
2024-06-04,159915.SZ,创业板ETF,chinext,1.806
2024-06-05,159915.SZ,创业板ETF,chinext,1.796
2024-06-06,159915.SZ,创业板ETF,chinext,1.785
2024-06-07,159915.SZ,创业板ETF,chinext,1.748
2024-06-11,159915.SZ,创业板ETF,chinext,1.752
2024-06-12,159915.SZ,创业板ETF,chinext,1.743
2024-06-13,159915.SZ,创业板ETF,chinext,1.742
2024-06-14,159915.SZ,创业板ETF,chinext,1.756
2024-06-17,159915.SZ,创业板ETF,chinext,1.768
2024-06-18,159915.SZ,创业板ETF,chinext,1.776
2024-06-19,159915.SZ,创业板ETF,chinext,1.753
2024-06-20,159915.SZ,创业板ETF,chinext,1.728
2024-06-21,159915.SZ,创业板ETF,chinext,1.723
2024-06-24,159915.SZ,创业板ETF,chinext,1.696
2024-06-25,159915.SZ,创业板ETF,chinext,1.666
2024-06-26,159915.SZ,创业板ETF,chinext,1.699
2024-06-27,159915.SZ,创业板ETF,chinext,1.67
2024-06-28,159915.SZ,创业板ETF,chinext,1.652
2024-07-01,159915.SZ,创业板ETF,chinext,1.65
2024-07-02,159915.SZ,创业板ETF,chinext,1.633
2024-07-03,159915.SZ,创业板ETF,chinext,1.629
2024-07-04,159915.SZ,创业板ETF,chinext,1.616
2024-07-05,159915.SZ,创业板ETF,chinext,1.623
2024-07-08,159915.SZ,创业板ETF,chinext,1.596
2024-07-09,159915.SZ,创业板ETF,chinext,1.62
2024-07-10,159915.SZ,创业板ETF,chinext,1.618
2024-07-11,159915.SZ,创业板ETF,chinext,1.654
2024-07-12,159915.SZ,创业板ETF,chinext,1.653
2024-07-15,159915.SZ,创业板ETF,chinext,1.64
2024-07-16,159915.SZ,创业板ETF,chinext,1.664
2024-07-17,159915.SZ,创业板ETF,chinext,1.663
2024-07-18,159915.SZ,创业板ETF,chinext,1.686
2024-07-19,159915.SZ,创业板ETF,chinext,1.692
2024-07-22,159915.SZ,创业板ETF,chinext,1.693
2024-07-23,159915.SZ,创业板ETF,chinext,1.64
2024-07-24,159915.SZ,创业板ETF,chinext,1.619
2024-07-25,159915.SZ,创业板ETF,chinext,1.614
2024-07-26,159915.SZ,创业板ETF,chinext,1.627
2024-07-29,159915.SZ,创业板ETF,chinext,1.604
2024-07-30,159915.SZ,创业板ETF,chinext,1.601
2024-07-31,159915.SZ,创业板ETF,chinext,1.658
2024-08-01,159915.SZ,创业板ETF,chinext,1.636
2024-08-02,159915.SZ,创业板ETF,chinext,1.609
2024-08-05,159915.SZ,创业板ETF,chinext,1.576
2024-08-06,159915.SZ,创业板ETF,chinext,1.597
2024-08-07,159915.SZ,创业板ETF,chinext,1.589
2024-08-08,159915.SZ,创业板ETF,chinext,1.582
2024-08-09,159915.SZ,创业板ETF,chinext,1.566
2024-08-12,159915.SZ,创业板ETF,chinext,1.563
2024-08-13,159915.SZ,创业板ETF,chinext,1.578
2024-08-14,159915.SZ,创业板ETF,chinext,1.555
2024-08-15,159915.SZ,创业板ETF,chinext,1.565
2024-08-16,159915.SZ,创业板ETF,chinext,1.561
2024-08-19,159915.SZ,创业板ETF,chinext,1.559
2024-08-20,159915.SZ,创业板ETF,chinext,1.539
2024-08-21,159915.SZ,创业板ETF,chinext,1.529
2024-08-22,159915.SZ,创业板ETF,chinext,1.516
2024-08-23,159915.SZ,创业板ETF,chinext,1.517
2024-08-26,159915.SZ,创业板ETF,chinext,1.515
2024-08-27,159915.SZ,创业板ETF,chinext,1.5
2024-08-28,159915.SZ,创业板ETF,chinext,1.501
2024-08-29,159915.SZ,创业板ETF,chinext,1.513
2024-08-30,159915.SZ,创业板ETF,chinext,1.552
2024-09-02,159915.SZ,创业板ETF,chinext,1.507
2024-09-03,159915.SZ,创业板ETF,chinext,1.525
2024-09-04,159915.SZ,创业板ETF,chinext,1.525
2024-09-05,159915.SZ,创业板ETF,chinext,1.536
2024-09-06,159915.SZ,创业板ETF,chinext,1.508
2024-09-09,159915.SZ,创业板ETF,chinext,1.513
2024-09-10,159915.SZ,创业板ETF,chinext,1.512
2024-09-11,159915.SZ,创业板ETF,chinext,1.528
2024-09-12,159915.SZ,创业板ETF,chinext,1.525
2024-09-13,159915.SZ,创业板ETF,chinext,1.509
2024-09-18,159915.SZ,创业板ETF,chinext,1.504
2024-09-19,159915.SZ,创业板ETF,chinext,1.519
2024-09-20,159915.SZ,创业板ETF,chinext,1.508
2024-09-23,159915.SZ,创业板ETF,chinext,1.501
2024-09-24,159915.SZ,创业板ETF,chinext,1.587
2024-09-25,159915.SZ,创业板ETF,chinext,1.61
2024-09-26,159915.SZ,创业板ETF,chinext,1.686
2024-09-27,159915.SZ,创业板ETF,chinext,1.86
2024-09-30,159915.SZ,创业板ETF,chinext,2.232
2024-10-08,159915.SZ,创业板ETF,chinext,2.678
2024-10-09,159915.SZ,创业板ETF,chinext,2.242
2024-10-10,159915.SZ,创业板ETF,chinext,2.174
2024-10-11,159915.SZ,创业板ETF,chinext,2.06
2024-10-14,159915.SZ,创业板ETF,chinext,2.116
2024-10-15,159915.SZ,创业板ETF,chinext,2.045
2024-10-16,159915.SZ,创业板ETF,chinext,2.0
2024-10-17,159915.SZ,创业板ETF,chinext,1.995
2024-10-18,159915.SZ,创业板ETF,chinext,2.156
2024-10-21,159915.SZ,创业板ETF,chinext,2.167
2024-10-22,159915.SZ,创业板ETF,chinext,2.175
2024-10-23,159915.SZ,创业板ETF,chinext,2.162
2024-10-24,159915.SZ,创业板ETF,chinext,2.132
2024-10-25,159915.SZ,创业板ETF,chinext,2.196
2024-10-28,159915.SZ,创业板ETF,chinext,2.188
2024-10-29,159915.SZ,创业板ETF,chinext,2.135
2024-10-30,159915.SZ,创业板ETF,chinext,2.111
2024-10-31,159915.SZ,创业板ETF,chinext,2.122
2024-11-01,159915.SZ,创业板ETF,chinext,2.084
2024-11-04,159915.SZ,创业板ETF,chinext,2.145
2024-11-05,159915.SZ,创业板ETF,chinext,2.249
2024-11-06,159915.SZ,创业板ETF,chinext,2.223
2024-11-07,159915.SZ,创业板ETF,chinext,2.306
2024-11-08,159915.SZ,创业板ETF,chinext,2.282
2024-11-11,159915.SZ,创业板ETF,chinext,2.349
2024-11-12,159915.SZ,创业板ETF,chinext,2.345
2024-11-13,159915.SZ,创业板ETF,chinext,2.372
2024-11-14,159915.SZ,创业板ETF,chinext,2.288
2024-11-15,159915.SZ,创业板ETF,chinext,2.204
2024-11-18,159915.SZ,创业板ETF,chinext,2.149
2024-11-19,159915.SZ,创业板ETF,chinext,2.215
2024-11-20,159915.SZ,创业板ETF,chinext,2.223
2024-11-21,159915.SZ,创业板ETF,chinext,2.223
2024-11-22,159915.SZ,创业板ETF,chinext,2.136
2024-11-25,159915.SZ,创业板ETF,chinext,2.132
2024-11-26,159915.SZ,创业板ETF,chinext,2.109
2024-11-27,159915.SZ,创业板ETF,chinext,2.165
2024-11-28,159915.SZ,创业板ETF,chinext,2.128
2024-11-29,159915.SZ,创业板ETF,chinext,2.179
2024-12-02,159915.SZ,创业板ETF,chinext,2.211
2024-12-03,159915.SZ,创业板ETF,chinext,2.198
2024-12-04,159915.SZ,创业板ETF,chinext,2.17
2024-12-05,159915.SZ,创业板ETF,chinext,2.177
2024-12-06,159915.SZ,创业板ETF,chinext,2.224
2024-12-09,159915.SZ,创业板ETF,chinext,2.206
2024-12-10,159915.SZ,创业板ETF,chinext,2.221
2024-12-11,159915.SZ,创业板ETF,chinext,2.218
2024-12-12,159915.SZ,创业板ETF,chinext,2.248
2024-12-13,159915.SZ,创业板ETF,chinext,2.193
2024-12-16,159915.SZ,创业板ETF,chinext,2.158
2024-12-17,159915.SZ,创业板ETF,chinext,2.159
2024-12-18,159915.SZ,创业板ETF,chinext,2.158
2024-12-19,159915.SZ,创业板ETF,chinext,2.171
2024-12-20,159915.SZ,创业板ETF,chinext,2.169
2024-12-23,159915.SZ,创业板ETF,chinext,2.147
2024-12-24,159915.SZ,创业板ETF,chinext,2.17
2024-12-25,159915.SZ,创业板ETF,chinext,2.156
2024-12-26,159915.SZ,创业板ETF,chinext,2.166
2024-12-27,159915.SZ,创业板ETF,chinext,2.163
2024-12-30,159915.SZ,创业板ETF,chinext,2.165
2024-12-31,159915.SZ,创业板ETF,chinext,2.102
2025-01-02,159915.SZ,创业板ETF,chinext,2.019
2025-01-03,159915.SZ,创业板ETF,chinext,1.978
2025-01-06,159915.SZ,创业板ETF,chinext,1.976
2025-01-07,159915.SZ,创业板ETF,chinext,1.99
2025-01-08,159915.SZ,创业板ETF,chinext,1.968
2025-01-09,159915.SZ,创业板ETF,chinext,1.971
2025-01-10,159915.SZ,创业板ETF,chinext,1.938
2025-01-13,159915.SZ,创业板ETF,chinext,1.942
2025-01-14,159915.SZ,创业板ETF,chinext,2.036
2025-01-15,159915.SZ,创业板ETF,chinext,1.999
2025-01-16,159915.SZ,创业板ETF,chinext,2.01
2025-01-17,159915.SZ,创业板ETF,chinext,2.026
2025-01-20,159915.SZ,创业板ETF,chinext,2.062
2025-01-21,159915.SZ,创业板ETF,chinext,2.07
2025-01-22,159915.SZ,创业板ETF,chinext,2.059
2025-01-23,159915.SZ,创业板ETF,chinext,2.052
2025-01-24,159915.SZ,创业板ETF,chinext,2.084
2025-01-27,159915.SZ,创业板ETF,chinext,2.028
2025-02-05,159915.SZ,创业板ETF,chinext,2.024
2025-02-06,159915.SZ,创业板ETF,chinext,2.08
2025-02-07,159915.SZ,创业板ETF,chinext,2.131
2025-02-10,159915.SZ,创业板ETF,chinext,2.142
2025-02-11,159915.SZ,创业板ETF,chinext,2.113
2025-02-12,159915.SZ,创业板ETF,chinext,2.15
2025-02-13,159915.SZ,创业板ETF,chinext,2.135
2025-02-14,159915.SZ,创业板ETF,chinext,2.174
2025-02-17,159915.SZ,创业板ETF,chinext,2.182
2025-02-18,159915.SZ,创业板ETF,chinext,2.14
2025-02-19,159915.SZ,创业板ETF,chinext,2.185
2025-02-20,159915.SZ,创业板ETF,chinext,2.184
2025-02-21,159915.SZ,创业板ETF,chinext,2.239
2025-02-24,159915.SZ,创业板ETF,chinext,2.221
2025-02-25,159915.SZ,创业板ETF,chinext,2.197
2025-02-26,159915.SZ,创业板ETF,chinext,2.223
2025-02-27,159915.SZ,创业板ETF,chinext,2.212
2025-02-28,159915.SZ,创业板ETF,chinext,2.128
2025-03-03,159915.SZ,创业板ETF,chinext,2.154
2025-03-04,159915.SZ,创业板ETF,chinext,2.149
2025-03-05,159915.SZ,创业板ETF,chinext,2.149
2025-03-06,159915.SZ,创业板ETF,chinext,2.191
2025-03-07,159915.SZ,创业板ETF,chinext,2.16
2025-03-10,159915.SZ,创业板ETF,chinext,2.159
2025-03-11,159915.SZ,创业板ETF,chinext,2.159
2025-03-12,159915.SZ,创业板ETF,chinext,2.149
2025-03-13,159915.SZ,创业板ETF,chinext,2.125
2025-03-14,159915.SZ,创业板ETF,chinext,2.186
2025-03-17,159915.SZ,创业板ETF,chinext,2.173
2025-03-18,159915.SZ,创业板ETF,chinext,2.185
2025-03-19,159915.SZ,创业板ETF,chinext,2.178
2025-03-20,159915.SZ,创业板ETF,chinext,2.158
2025-03-21,159915.SZ,创业板ETF,chinext,2.112
2025-03-24,159915.SZ,创业板ETF,chinext,2.112
2025-03-25,159915.SZ,创业板ETF,chinext,2.105
2025-03-26,159915.SZ,创业板ETF,chinext,2.098
2025-03-27,159915.SZ,创业板ETF,chinext,2.103
2025-03-28,159915.SZ,创业板ETF,chinext,2.089
2025-03-31,159915.SZ,创业板ETF,chinext,2.064
2025-04-01,159915.SZ,创业板ETF,chinext,2.062
2025-04-02,159915.SZ,创业板ETF,chinext,2.064
2025-04-03,159915.SZ,创业板ETF,chinext,2.027
2025-04-07,159915.SZ,创业板ETF,chinext,1.775
2025-04-08,159915.SZ,创业板ETF,chinext,1.804
2025-04-09,159915.SZ,创业板ETF,chinext,1.823
2025-04-10,159915.SZ,创业板ETF,chinext,1.863
2025-04-11,159915.SZ,创业板ETF,chinext,1.892
2025-04-14,159915.SZ,创业板ETF,chinext,1.895
2025-04-15,159915.SZ,创业板ETF,chinext,1.893
2025-04-16,159915.SZ,创业板ETF,chinext,1.87
2025-04-17,159915.SZ,创业板ETF,chinext,1.873
2025-04-18,159915.SZ,创业板ETF,chinext,1.878
2025-04-21,159915.SZ,创业板ETF,chinext,1.908
2025-04-22,159915.SZ,创业板ETF,chinext,1.899
2025-04-23,159915.SZ,创业板ETF,chinext,1.919
2025-04-24,159915.SZ,创业板ETF,chinext,1.907
2025-04-25,159915.SZ,创业板ETF,chinext,1.92
2025-04-28,159915.SZ,创业板ETF,chinext,1.906
2025-04-29,159915.SZ,创业板ETF,chinext,1.903
2025-04-30,159915.SZ,创业板ETF,chinext,1.921
2025-05-06,159915.SZ,创业板ETF,chinext,1.958
2025-05-07,159915.SZ,创业板ETF,chinext,1.967
2025-05-08,159915.SZ,创业板ETF,chinext,2.001
2025-05-09,159915.SZ,创业板ETF,chinext,1.984
2025-05-12,159915.SZ,创业板ETF,chinext,2.037
2025-05-13,159915.SZ,创业板ETF,chinext,2.03
2025-05-14,159915.SZ,创业板ETF,chinext,2.054
2025-05-15,159915.SZ,创业板ETF,chinext,2.012
2025-05-16,159915.SZ,创业板ETF,chinext,2.008
2025-05-19,159915.SZ,创业板ETF,chinext,2.002
2025-05-20,159915.SZ,创业板ETF,chinext,2.018
2025-05-21,159915.SZ,创业板ETF,chinext,2.034
2025-05-22,159915.SZ,创业板ETF,chinext,2.016
2025-05-23,159915.SZ,创业板ETF,chinext,1.994
2025-05-26,159915.SZ,创业板ETF,chinext,1.977
2025-05-27,159915.SZ,创业板ETF,chinext,1.967
2025-05-28,159915.SZ,创业板ETF,chinext,1.959
2025-05-29,159915.SZ,创业板ETF,chinext,1.989
2025-05-30,159915.SZ,创业板ETF,chinext,1.972
2025-06-03,159915.SZ,创业板ETF,chinext,1.977
2025-06-04,159915.SZ,创业板ETF,chinext,2.0
2025-06-05,159915.SZ,创业板ETF,chinext,2.023
2025-06-06,159915.SZ,创业板ETF,chinext,2.017
2025-06-09,159915.SZ,创业板ETF,chinext,2.034
2025-06-10,159915.SZ,创业板ETF,chinext,2.012
2025-06-11,159915.SZ,创业板ETF,chinext,2.038
2025-06-12,159915.SZ,创业板ETF,chinext,2.04
2025-06-13,159915.SZ,创业板ETF,chinext,2.02
2025-06-16,159915.SZ,创业板ETF,chinext,2.037
2025-06-17,159915.SZ,创业板ETF,chinext,2.028
2025-06-18,159915.SZ,创业板ETF,chinext,2.034
2025-06-19,159915.SZ,创业板ETF,chinext,2.005
2025-06-20,159915.SZ,创业板ETF,chinext,1.988
2025-06-23,159915.SZ,创业板ETF,chinext,1.998
2025-06-24,159915.SZ,创业板ETF,chinext,2.044
2025-06-25,159915.SZ,创业板ETF,chinext,2.109
2025-06-26,159915.SZ,创业板ETF,chinext,2.093
2025-06-27,159915.SZ,创业板ETF,chinext,2.101
2025-06-30,159915.SZ,创业板ETF,chinext,2.133
2025-07-01,159915.SZ,创业板ETF,chinext,2.126
2025-07-02,159915.SZ,创业板ETF,chinext,2.104
2025-07-03,159915.SZ,创业板ETF,chinext,2.141
2025-07-04,159915.SZ,创业板ETF,chinext,2.133
2025-07-07,159915.SZ,创业板ETF,chinext,2.11
2025-07-08,159915.SZ,创业板ETF,chinext,2.159
2025-07-09,159915.SZ,创业板ETF,chinext,2.163
2025-07-10,159915.SZ,创业板ETF,chinext,2.169
2025-07-11,159915.SZ,创业板ETF,chinext,2.185
2025-07-14,159915.SZ,创业板ETF,chinext,2.177
2025-07-15,159915.SZ,创业板ETF,chinext,2.212
2025-07-16,159915.SZ,创业板ETF,chinext,2.206
2025-07-17,159915.SZ,创业板ETF,chinext,2.247
2025-07-18,159915.SZ,创业板ETF,chinext,2.252
2025-07-21,159915.SZ,创业板ETF,chinext,2.275
2025-07-22,159915.SZ,创业板ETF,chinext,2.289
2025-07-23,159915.SZ,创业板ETF,chinext,2.287
2025-07-24,159915.SZ,创业板ETF,chinext,2.325
2025-07-25,159915.SZ,创业板ETF,chinext,2.318
2025-07-28,159915.SZ,创业板ETF,chinext,2.342
2025-07-29,159915.SZ,创业板ETF,chinext,2.383
2025-07-30,159915.SZ,创业板ETF,chinext,2.345
2025-07-31,159915.SZ,创业板ETF,chinext,2.301
2025-08-01,159915.SZ,创业板ETF,chinext,2.303
2025-08-04,159915.SZ,创业板ETF,chinext,2.313
2025-08-05,159915.SZ,创业板ETF,chinext,2.32
2025-08-06,159915.SZ,创业板ETF,chinext,2.336
2025-08-07,159915.SZ,创业板ETF,chinext,2.32
2025-08-08,159915.SZ,创业板ETF,chinext,2.312
2025-08-11,159915.SZ,创业板ETF,chinext,2.357
2025-08-12,159915.SZ,创业板ETF,chinext,2.385
2025-08-13,159915.SZ,创业板ETF,chinext,2.473
2025-08-14,159915.SZ,创业板ETF,chinext,2.446
2025-08-15,159915.SZ,创业板ETF,chinext,2.509
2025-08-18,159915.SZ,创业板ETF,chinext,2.582
2025-08-19,159915.SZ,创业板ETF,chinext,2.575
2025-08-20,159915.SZ,创业板ETF,chinext,2.588
2025-08-21,159915.SZ,创业板ETF,chinext,2.572
2025-08-22,159915.SZ,创业板ETF,chinext,2.662
2025-08-25,159915.SZ,创业板ETF,chinext,2.737
2025-08-26,159915.SZ,创业板ETF,chinext,2.716
2025-08-27,159915.SZ,创业板ETF,chinext,2.696
2025-08-28,159915.SZ,创业板ETF,chinext,2.806
2025-08-29,159915.SZ,创业板ETF,chinext,2.865
2025-09-01,159915.SZ,创业板ETF,chinext,2.927
2025-09-02,159915.SZ,创业板ETF,chinext,2.848
2025-09-03,159915.SZ,创业板ETF,chinext,2.87
2025-09-04,159915.SZ,创业板ETF,chinext,2.751
2025-09-05,159915.SZ,创业板ETF,chinext,2.944
2025-09-08,159915.SZ,创业板ETF,chinext,2.908
2025-09-09,159915.SZ,创业板ETF,chinext,2.845
2025-09-10,159915.SZ,创业板ETF,chinext,2.875
2025-09-11,159915.SZ,创业板ETF,chinext,3.025
2025-09-12,159915.SZ,创业板ETF,chinext,2.995
2025-09-15,159915.SZ,创业板ETF,chinext,3.037
2025-09-16,159915.SZ,创业板ETF,chinext,3.059
2025-09-17,159915.SZ,创业板ETF,chinext,3.119
2025-09-18,159915.SZ,创业板ETF,chinext,3.067
2025-09-19,159915.SZ,创业板ETF,chinext,3.062
2025-09-22,159915.SZ,创业板ETF,chinext,3.082
2025-09-23,159915.SZ,创业板ETF,chinext,3.093
2025-09-24,159915.SZ,创业板ETF,chinext,3.16
2025-09-25,159915.SZ,创业板ETF,chinext,3.211
2025-09-26,159915.SZ,创业板ETF,chinext,3.129
2025-09-29,159915.SZ,创业板ETF,chinext,3.213
2025-09-30,159915.SZ,创业板ETF,chinext,3.217
2025-10-09,159915.SZ,创业板ETF,chinext,3.235
2025-10-10,159915.SZ,创业板ETF,chinext,3.095
2025-10-13,159915.SZ,创业板ETF,chinext,3.054
2025-10-14,159915.SZ,创业板ETF,chinext,2.934
2025-10-15,159915.SZ,创业板ETF,chinext,3.003
2025-10-16,159915.SZ,创业板ETF,chinext,3.014
2025-10-17,159915.SZ,创业板ETF,chinext,2.915
